Date,Country,Injuries/Casualties,Type,Description,Source(s),cite_id,links
2018-10-25,United States,2,Fall,An Indian couple fell to their deaths from Taft Point at Yosemite National Park.,cite_ref-197,cite_ref-197,"['https://www.sfchronicle.com/bayarea/article/Two-die-in-fall-from-Yosemite-Park-vista-six-13336605.php', 'https://web.archive.org/web/20181031005336/https://www.sfchronicle.com/bayarea/article/Two-die-in-fall-from-Yosemite-Park-vista-six-13336605.php']"
2018-10-25,United States,2,Fall,An Indian couple fell to their deaths from Taft Point at Yosemite National Park.,cite_ref-198,cite_ref-198,"['https://www.sfgate.com/news/world/article/Indian-couple-who-studied-engineering-died-in-13347064.php', 'https://web.archive.org/web/20181030085221/https://www.sfgate.com/news/world/article/Indian-couple-who-studied-engineering-died-in-13347064.php']"
2018-11-12,Sri Lanka,1,Fall,"A German tourist died after stumbling off a precipitous cliff in Sri Lanka while taking a photo of herself. The 35-year-old woman was taking pictures with her friend when she fell off the World's End, a sheer cliff about 4,000 feet (1,200 meters) high. The Sri Lankan army and volunteers recovered the body after a six-hour search involving air support and climbing. World's End is located in Horton Plains National Park in central Sri Lanka and is one of the Indian Ocean island's biggest tourist attractions.",cite_ref-199,cite_ref-199,"['https://www.dw.com/en/german-dies-after-falling-off-worlds-end-in-sri-lanka-trying-to-take-selfie/a-46254192.php', 'https://web.archive.org/web/20201202230525/https://www.dw.com/en/german-dies-after-falling-off-worlds-end-in-sri-lanka-trying-to-take-selfie/a-46254192']"
2019-01-04,Ireland,1,Fall,"A young Indian man died after falling off the Cliffs of Moher, County Clare, while taking a photo of himself.",cite_ref-200,cite_ref-200,"['https://www.breakingnews.ie/ireland/student-dies-after-falling-from-cliffs-of-moher-while-taking-selfie-895700.html', 'https://web.archive.org/web/20190104214311/https://www.breakingnews.ie/ireland/student-dies-after-falling-from-cliffs-of-moher-while-taking-selfie-895700.html']"
2019-01-04,Ireland,1,Fall,"A young Indian man died after falling off the Cliffs of Moher, County Clare, while taking a photo of himself.",cite_ref-201,cite_ref-201,"['https://www.buzz.ie/news/young-man-dies-taking-selfie-cliffs-moher-312347', 'https://web.archive.org/web/20190413091945/https://www.buzz.ie/news/young-man-dies-taking-selfie-cliffs-moher-312347']"
2019-01-10,Colombia,1,Fall,"A 32-year-old man died after fall down in a waterfall in Sucre (Cauca), while he attempted to take a photo of himself.",cite_ref-202,cite_ref-202,"['https://www.noticias.caracoltv.com/valle/una-selfi-le-costo-la-vida-hombre-que-visitaba-paradisiaco-lugar-en-su-pueblo-natal', 'https://web.archive.org/web/20200115235646/https://noticias.caracoltv.com/valle/una-selfi-le-costo-la-vida-hombre-que-visitaba-paradisiaco-lugar-en-su-pueblo-natal']"
2019-03-09,United States,1,Animal,"A woman was mauled by a jaguar in Arizona after entering a zoo enclosure to take a selfie. She received non-life-threatening injuries, including a large gash on her arm.
Note: Although widely reported as a selfie incident, the victim claimed in a later CBS News interview that she was not taking a selfie, and did not enter the zoo enclosure—she only reached across a below-waist-height concrete planter in front of a much higher fenced enclosure—misleadingly termed ""climbing"" or ""crossing"" a barrier.",cite_ref-203,cite_ref-203,"['https://www.cbsnews.com/news/jaguar-zoo-attack-arizona-wildlife-world-zoo-litchfield-park-woman-suffered-non-life-threatening-injuries-2019-03-10/', 'https://web.archive.org/web/20201202230505/https://www.cbsnews.com/news/arizona-zoo-jaguar-attack-woman-attacked-after-crossing-barrier-wildlife-world-zoo-litchfield-park-2019-03-10/']"
2019-04-01,Uganda,1,Drowned,"A person visiting Kalagala Falls leaned back to take a selfie, slipped on the wet ground, fell, and drowned.",cite_ref-204,cite_ref-204,['https://www.20minutes.fr/monde/2493163-20190410-ouganda-touriste-noie-nil-apres-avoir-voulu-prendre-selfie']
2019-04-24,Germany,2,Drowned,"A 21-year-old man was swimming in the Gumpen waterfall pool. The waterfalls are hard to reach, but social media posts from recent years made them famous for a great view of the lake, the gushing waters, and people bathing in tiny natural pools. When the man was unable to free himself from the waterfall swirl, his friend of the same age jumped in to help him out of the 4–6 °C cold water. Both drowned.",cite_ref-205,cite_ref-205,"['https://www.merkur.de/bayern/koenigssee-insta-hotspot-was-menschen-hier-tun-ist-absolut-lebensgefaehrlich-12213495.html', 'https://web.archive.org/web/20200616193945/https://www.merkur.de/bayern/koenigssee-insta-hotspot-was-menschen-hier-tun-ist-absolut-lebensgefaehrlich-12213495.html']"
2019-04-24,Germany,2,Drowned,"A 21-year-old man was swimming in the Gumpen waterfall pool. The waterfalls are hard to reach, but social media posts from recent years made them famous for a great view of the lake, the gushing waters, and people bathing in tiny natural pools. When the man was unable to free himself from the waterfall swirl, his friend of the same age jumped in to help him out of the 4–6 °C cold water. Both drowned.",cite_ref-206,cite_ref-206,"['https://www.br.de/mediathek/video/todesmutig-gefaehrlicher-insta-hype-im-nationalpark-av:5ef5045eed5cc1001bbd847b', 'https://web.archive.org/web/20200702063315/https://www.br.de/mediathek/video/todesmutig-gefaehrlicher-insta-hype-im-nationalpark-av:5ef5045eed5cc1001bbd847b']"
2019-07-04,Spain,2,Fall,"Two men aged 20 and 25 from Somerset, England, died while reportedly taking a selfie on holiday in Spain. They were at Punta Prima Beach, near the town of Torrevieja.",cite_ref-207,cite_ref-207,"['https://www.itv.com/news/westcountry/2019-07-05/two-men-from-somerset-die-taking-selfie-on-holiday-in-spain/', 'https://web.archive.org/web/20190705120251/https://www.itv.com/news/westcountry/2019-07-05/two-men-from-somerset-die-taking-selfie-on-holiday-in-spain/']"
2019-07-14,Italy,1,Fall,A 22-year-old man died after falling from a cliff with a waterfall.,cite_ref-208,cite_ref-208,"['https://it.blastingnews.com/cronaca/2019/07/cascate-di-cittiglio-scivola-e-cade-forse-a-causa-di-un-selfie-matteo-muore-a-23-anni-002948247.html', 'https://web.archive.org/web/20190901092057/https://it.blastingnews.com/cronaca/2019/07/cascate-di-cittiglio-scivola-e-cade-forse-a-causa-di-un-selfie-matteo-muore-a-23-anni-002948247.html']"
2019-07-14,Italy,1,Fall,A 22-year-old man died after falling from a cliff with a waterfall.,cite_ref-209,cite_ref-209,"['https://www.varesenews.it/2019/07/cade-alle-cascate-cittiglio-soccorsi-azione/838854/', 'https://web.archive.org/web/20190716162713/https://www.varesenews.it/2019/07/cade-alle-cascate-cittiglio-soccorsi-azione/838854/']"
2019-07-15,Pakistan,1,Fall,A college student fell into Kabul River in Nowshera district of Khyber Pakhtunkhwa while taking a selfie.,cite_ref-210,cite_ref-210,"['https://www.tnn.com.pk/girl-falls-in-river-while-taking-selfie-in-nowshera/', 'https://web.archive.org/web/20201202230519/https://www.tnn.com.pk/girl-falls-in-river-while-taking-selfie-in-nowshera/']"
2019-07-16,Pakistan,2,Drowned,"A 17-year-old girl slipped while taking a selfie and fell into a river. Her father jumped into the river in an attempt to rescue her, but was also swept away by the flowing water.",cite_ref-211,cite_ref-211,"['https://www.urdupoint.com/en/pakistan/selfie-claims-father-daughters-lives-in-s-670177.html', 'https://web.archive.org/web/20190716220555/https://www.urdupoint.com/en/pakistan/selfie-claims-father-daughters-lives-in-s-670177.html']"
2019-08-17,Australia,1,Fall,A 27-year-old woman died after falling from cliff at one of Sydney's most popular selfie spots.,cite_ref-212,cite_ref-212,"['https://7news.com.au/news/disaster-and-emergency/woman-dies-after-falling-from-sydney-cliff-c-404355', 'https://web.archive.org/web/20190817091756/https://7news.com.au/news/disaster-and-emergency/woman-dies-after-falling-from-sydney-cliff-c-404355']"
2019-09-03,India,1,Fall,"Woman from Madhya Pradesh fell at least 200 feet to her death, while allegedly clicking a selfie on her way to a temple on a hilltop in Pavagadh hill station.",cite_ref-213,cite_ref-213,"['https://indianexpress.com/article/cities/ahmedabad/gujarat-woman-falls-to-death-clicking-selfie-near-hilltop-temple-5960164/', 'https://web.archive.org/web/20191008062322/https://indianexpress.com/article/cities/ahmedabad/gujarat-woman-falls-to-death-clicking-selfie-near-hilltop-temple-5960164/']"
2019-10-07,India,4,Fall,"Wedding guests fall from a dam in India, four drown.",cite_ref-214,cite_ref-214,"['http://www.lefigaro.fr/flash-actu/inde-un-selfie-quatre-morts-20191007', 'https://web.archive.org/web/20191007140223/http://www.lefigaro.fr/flash-actu/inde-un-selfie-quatre-morts-20191007']"
2019-10-07,India,4,Fall,"Wedding guests fall from a dam in India, four drown.",cite_ref-215,cite_ref-215,"['https://www.cnn.com/2019/10/08/asia/selfie-deaths-india-dam-scli-intl/index.html', 'https://web.archive.org/web/20191008110246/https://www.cnn.com/2019/10/08/asia/selfie-deaths-india-dam-scli-intl/index.html']"
2019-11-14,Thailand,1,Fall,A 33 year-old died when they were on a waterfall and they attempted to take a selfie and they slipped and fell from the waterfall.,cite_ref-216,cite_ref-216,['https://www.abc.net.au/news/2019-11-16/french-tourist-killed-taking-a-selfie-at-thai-waterfall/11710592']
2020-01-08,Colombia,1,Fall,"A 29-year-old woman died after falling 10m down in a waterfall in Sucre, Cauca. According to eyewitness, the woman was attempting to take a selfie, ignoring the written warnings about risk of falling. A year before, a man died in the same place under similar circumstances.",cite_ref-217,cite_ref-217,"['https://www.eltiempo.com/amp/colombia/otras-ciudades/mujer-murio-al-intentar-tomarse-una-selfie-al-borde-de-un-precipicio-en-cauca-449938', 'https://web.archive.org/web/20200116054123/https://www.eltiempo.com/amp/colombia/otras-ciudades/mujer-murio-al-intentar-tomarse-una-selfie-al-borde-de-un-precipicio-en-cauca-449938']"
2020-01-12,Australia,1,Fall,"A 21-year-old woman from Lincoln, England, fell from a 98-foot-high cliff in Diamond Bay Reserve in Sydney, Australia. According to police, the woman accompanied by seven friends, climbed a fence to sit on the edge of the cliff and take selfies. The Diamond Bay Reserve is known as a tourist attraction.",cite_ref-218,cite_ref-218,"['https://www.bbc.com/news/uk-england-lincolnshire-51103837', 'https://web.archive.org/web/20200117034048/https://www.bbc.com/news/uk-england-lincolnshire-51103837']"
2020-04-30,Turkey,1,Fall,"A 31-year-old resident from Kazakhstan fell from a 115-foot-high cliff trying to take a selfie with a waterfall in the picture to celebrate the lifting of the COVID-19 lockdown of the city. Duden Park in Antalya, Turkey, is a known popular destination for tourists.",cite_ref-219,cite_ref-219,"['https://www.newschain.uk/news/woman-falls-her-death-turkish-cliff-while-posing-photo-celebrate-end-lockdown-measures-6714', 'https://web.archive.org/web/20200501074814/https://www.newschain.uk/news/woman-falls-her-death-turkish-cliff-while-posing-photo-celebrate-end-lockdown-measures-6714']"
2020-12-12,Australia,1,Fall,"A 38-year-old woman from North Victoria fell 80 meters and died on scene at The Grampians in Victoria at a popular tourist photo spot. According to local authorities, she jumped over a safety barrier and tripped off the cliff edge.",cite_ref-220,cite_ref-220,['https://www.theage.com.au/national/victoria/dangerous-selfies-can-kill-you-tourists-urged-to-be-sensible-after-grampians-death-20201213-p56n19.html']
2021-01-12,Slovenia,1,Transport,"A fatal accident in Maribor, Slovenia happened when two minors were taking selfies in front of an oncoming train between two tracks. One of them was killed and the other managed to bounce, but ended up in hospital due to the shock. The unfortunate 14-year-old minor who died and her friend were photographed between the tracks next to the railway platform in front of a train coming from the direction of Ljubljana at high speed.",cite_ref-221,cite_ref-221,['https://www.vecer.com/kronika/maribor-vlak-trcil-v-mladoletnico-je-bila-tragedija-posledica-nevarnega-izziva-10232433']
2021-05-16,Indonesia,9,Drowned,"A boat overloaded with 20 people in a reservoir in Central Java capsized when the passengers all suddenly moved to one side of the vessel, which was helmed by a 13-year-old, to take a group selfie. Nine of the passengers drowned, including two children.",cite_ref-222,cite_ref-222,['https://www.thejakartapost.com/news/2021/05/16/at-least-seven-dead-in-central-java-boat-selfie-accident-.html']
